# x y z nx ny nz intensity label station_id range_m
2.440038 8.000000 -0.258533 -0.105178 0.000000 0.994453 0.434901 1 0 2.9771
3.095017 8.000000 -0.181817 -0.127977 0.000000 0.991777 0.418210 1 0 3.4949
3.220876 8.000000 -0.162895 -0.127977 0.000000 0.991777 0.421055 1 0 3.6028
4.399573 8.000000 0.303997 -1.000000 0.000000 0.000000 0.524349 1 0 4.5468
4.399189 8.000000 0.401965 -1.000000 0.000000 0.000000 0.484494 1 0 4.5231
4.400866 8.000000 0.498499 -1.000000 0.000000 0.000000 0.503767 1 0 4.5017
4.398606 8.000000 0.594998 -1.000000 0.000000 0.000000 0.477313 1 0 4.4824
4.401635 8.000000 0.689706 -1.000000 0.000000 0.000000 0.471151 1 0 4.4652
4.401464 8.000000 0.784341 -1.000000 0.000000 0.000000 0.496082 1 0 4.4500
4.400997 8.000000 0.878410 -1.000000 0.000000 0.000000 0.528862 1 0 4.4370
4.399008 8.000000 0.972115 -1.000000 0.000000 0.000000 0.514643 1 0 4.4259
4.401637 8.000000 1.064907 -1.000000 0.000000 0.000000 0.486430 1 0 4.4168
4.400047 8.000000 1.157749 -1.000000 0.000000 0.000000 0.514502 1 0 4.4097
4.396833 8.000000 1.250341 -1.000000 0.000000 0.000000 0.479242 1 0 4.4045
4.401143 8.000000 1.342438 -1.000000 0.000000 0.000000 0.546650 1 0 4.4013
4.400450 8.000000 1.434640 -1.000000 0.000000 0.000000 0.498200 1 0 4.4000
4.397879 8.000000 1.526765 -1.000000 0.000000 0.000000 0.476566 1 0 4.4007
4.401554 8.000000 1.619091 -1.000000 0.000000 0.000000 0.501252 1 0 4.4032
4.395499 8.000000 1.711141 -1.000000 0.000000 0.000000 0.488071 1 0 4.4078
4.402739 8.000000 1.804236 -1.000000 0.000000 0.000000 0.496774 1 0 4.4142
4.398682 8.000000 1.896802 -1.000000 0.000000 0.000000 0.491953 1 0 4.4226
4.401402 8.000000 1.990424 -1.000000 0.000000 0.000000 0.504547 1 0 4.4330
4.403360 8.000000 2.084534 -1.000000 0.000000 0.000000 0.484900 1 0 4.4454
4.398923 8.000000 2.178237 -1.000000 0.000000 0.000000 0.493001 1 0 4.4599
4.400992 8.000000 2.273623 -1.000000 0.000000 0.000000 0.483140 1 0 4.4764
4.401514 8.000000 2.563754 -1.000000 0.000000 0.000000 0.489703 1 0 4.5387
4.403165 8.000000 2.662834 -1.000000 0.000000 0.000000 0.475322 1 0 4.5639
4.399792 8.000000 2.761635 -1.000000 0.000000 0.000000 0.492304 1 0 4.5914
4.400681 8.000000 2.862904 -1.000000 0.000000 0.000000 0.484155 1 0 4.6212
4.402608 8.000000 2.965939 -1.000000 0.000000 0.000000 0.495609 1 0 4.6535
4.382816 8.000000 3.383052 -0.997290 0.000000 -0.073565 0.496374 1 0 4.7897
4.370715 8.000000 3.488098 -0.992479 0.000000 -0.122411 0.472625 1 0 4.8237
4.359492 8.000000 3.595136 -0.992479 0.000000 -0.122411 0.491697 1 0 4.8577
4.341772 8.000000 3.700561 -0.985278 0.000000 -0.170960 0.480203 1 0 4.8915
4.326283 8.000000 3.808766 -0.985278 0.000000 -0.170960 0.493759 1 0 4.9252
4.305469 8.000000 3.915766 -0.975702 0.000000 -0.219102 0.469536 1 0 4.9586
4.279106 8.000000 4.021146 -0.975702 0.000000 -0.219102 0.507149 1 0 4.9919
4.254359 8.000000 4.129113 -0.963776 0.000000 -0.266713 0.512379 1 0 5.0248
4.153187 8.000000 4.445373 -0.949528 0.000000 -0.313682 0.493229 1 0 5.1225
4.114123 8.000000 4.550214 -0.932993 0.000000 -0.359894 0.448625 1 0 5.1538
4.074340 8.000000 4.656189 -0.932993 0.000000 -0.359894 0.493560 1 0 5.1859
4.030867 8.000000 4.760992 -0.914209 0.000000 -0.405242 0.496874 1 0 5.2164
3.983660 8.000000 4.864410 -0.914209 0.000000 -0.405242 0.491683 1 0 5.2480
