# x y z nx ny nz intensity label station_id range_m
0.116971 10.140347 -0.049297 -0.024402 -0.999702 0.000000 0.391820 3 0 2.6125
0.116944 10.138954 0.017512 -0.024402 -0.999702 0.000000 0.369393 3 0 2.5753
0.116974 10.140516 0.080525 -0.024402 -0.999702 0.000000 0.401868 3 0 2.5402
0.118321 10.211206 0.099733 0.000000 0.000000 1.000000 0.359972 3 0 2.5911
0.120384 10.319510 0.099486 0.000000 0.000000 1.000000 0.360200 3 0 2.6838
0.139762 11.336729 -0.400182 0.007001 -0.000188 0.999976 0.419169 1 0 3.8157
0.129383 10.791926 -0.022538 -0.025949 -0.999663 0.000000 0.400895 3 0 3.1541
0.129319 10.788555 0.053100 -0.025949 -0.999663 0.000000 0.408701 3 0 3.1203
0.130330 10.841611 0.100229 0.000000 0.000000 1.000000 0.333061 3 0 3.1473
0.133434 11.004551 0.099239 0.000000 0.000000 1.000000 0.307543 3 0 3.2933
0.141705 11.438714 -0.010118 -0.027497 -0.999622 0.000000 0.386319 3 0 3.7372
0.141681 11.437467 0.074669 -0.027497 -0.999622 0.000000 0.419213 3 0 3.7050
0.144531 11.587100 0.101271 0.000000 0.000000 1.000000 0.294249 3 0 3.8370
0.154088 12.088763 0.009688 -0.029044 -0.999578 0.000000 0.403074 3 0 4.3363
0.154389 12.104579 0.100079 0.000000 0.000000 1.000000 0.313593 3 0 4.3223
0.166494 12.739984 0.000431 -0.030590 -0.999532 0.000000 0.415677 3 0 4.9568
0.167025 12.767849 0.100453 0.000000 0.000000 1.000000 0.311361 3 0 4.9581
0.178846 13.388404 0.046045 -0.032137 -0.999483 0.000000 0.444157 3 0 5.5702
0.191221 14.037998 0.011170 -0.033684 -0.999433 0.000000 0.402730 3 0 6.2095
0.195140 14.243749 0.099704 0.000000 0.000000 1.000000 0.301361 3 0 6.3883
0.215975 15.337436 0.023394 -0.036777 -0.999323 0.000000 0.392058 3 0 7.4782
0.228423 15.990857 0.069405 -0.038325 -0.999265 0.000000 0.383983 3 0 8.1093
0.253191 17.291046 0.044533 -0.041417 -0.999142 0.000000 0.404800 3 0 9.3972
