# x y z nx ny nz intensity label station_id range_m
0.081690 10.139857 -0.050451 -0.024402 -0.999702 0.000000 0.377469 3 0 2.6231
0.081685 10.141801 0.014352 -0.024402 -0.999702 0.000000 0.391522 3 0 2.5858
0.081687 10.141130 0.079113 -0.024402 -0.999702 0.000000 0.371103 3 0 2.5506
0.081491 10.207515 0.101205 0.000000 0.000000 1.000000 0.347014 3 0 2.5988
0.081160 10.319561 0.098908 0.000000 0.000000 1.000000 0.346779 3 0 2.6917
0.078165 11.333767 -0.398773 0.007001 -0.000188 0.999976 0.403369 1 0 3.8231
0.079774 10.788898 -0.021019 -0.025949 -0.999663 0.000000 0.383002 3 0 3.1643
0.079771 10.790009 0.052499 -0.025949 -0.999663 0.000000 0.382388 3 0 3.1304
0.079614 10.843013 0.099896 0.000000 0.000000 1.000000 0.327411 3 0 3.1567
0.079148 11.000793 0.101470 0.000000 0.000000 1.000000 0.325853 3 0 3.3031
0.077852 11.440050 -0.009919 -0.027497 -0.999622 0.000000 0.414325 3 0 3.7474
0.077841 11.443784 0.073095 -0.027497 -0.999622 0.000000 0.396275 3 0 3.7151
0.077400 11.593004 0.100198 0.000000 0.000000 1.000000 0.308041 3 0 3.8483
0.075943 12.086564 0.011820 -0.029044 -0.999578 0.000000 0.379402 3 0 4.3467
0.074009 12.741416 0.001734 -0.030590 -0.999532 0.000000 0.403891 3 0 4.9675
0.073903 12.777591 0.099607 0.000000 0.000000 1.000000 0.268638 3 0 4.9728
0.072082 13.394365 0.046598 -0.032137 -0.999483 0.000000 0.392042 3 0 5.5812
0.070165 14.043453 0.012165 -0.033684 -0.999433 0.000000 0.430970 3 0 6.2210
0.069540 14.255171 0.099695 0.000000 0.000000 1.000000 0.309505 3 0 6.4072
0.066326 15.343719 0.024826 -0.036777 -0.999323 0.000000 0.400474 3 0 7.4908
0.064407 15.993714 0.071735 -0.038325 -0.999265 0.000000 0.409203 3 0 8.1226
0.060560 17.296764 0.046673 -0.041417 -0.999142 0.000000 0.374201 3 0 9.4119
0.056705 18.602726 0.075809 -0.044509 -0.999009 0.000000 0.418101 3 0 10.6976
0.050936 20.556616 0.088963 -0.049147 -0.998792 0.000000 0.373789 3 0 12.6367
0.041318 23.814318 0.069658 -0.056874 -0.998381 0.000000 0.404120 3 0 15.8825
0.035846 25.667599 0.279936 0.000000 0.000000 1.000000 0.469807 2 0 17.7144
-0.022553 45.447842 -0.246899 0.994266 -0.106938 0.000000 0.256151 6 0 37.4925
-0.048366 54.190983 0.324899 0.000000 0.000000 1.000000 0.162678 4 0 46.2096
-0.066986 60.497837 1.270716 0.989728 -0.142962 0.000000 0.142919 1 0 52.4996
-0.055822 56.716499 2.304506 0.990805 -0.135298 0.000000 0.197807 6 0 48.7385
-0.066446 60.314754 3.464073 0.982377 -0.140699 -0.123038 0.188558 1 0 52.3630
-0.061690 58.704063 4.466907 0.939354 -0.131004 -0.316942 0.163167 1 0 50.8067
-0.052986 55.755795 5.297057 0.832909 -0.109924 -0.542383 0.171068 1 0 47.9142
-0.041951 52.018139 5.926103 0.710292 -0.088005 -0.698384 0.206108 1 0 44.2509
-0.030199 48.037781 6.371112 0.601332 -0.069617 -0.795961 0.202551 1 0 40.3466
-0.018924 44.218906 6.674502 0.522760 -0.057154 -0.850562 0.217318 1 0 36.6060
-0.008758 40.775402 6.881399 0.439984 -0.045442 -0.896855 0.222502 1 0 33.2314
0.000179 37.748539 7.022942 0.397562 -0.038771 -0.916756 0.226558 1 0 30.2761
0.007956 35.114456 7.120349 0.308562 -0.028907 -0.950765 0.247207 1 0 27.7085
0.014719 32.823654 7.187028 0.263142 -0.023273 -0.964476 0.282098 1 0 25.4931
0.020559 30.845564 7.237046 0.263689 -0.021755 -0.964363 0.293376 1 0 23.5734
0.025680 29.110912 7.271339 0.217026 -0.017291 -0.976013 0.286551 1 0 21.9071
0.030149 27.597368 7.298851 0.217283 -0.016276 -0.975973 0.300396 1 0 20.4574
0.034119 26.252537 7.317070 0.169802 -0.012257 -0.985402 0.306980 1 0 19.1799
0.037643 25.059210 7.330982 0.169949 -0.011679 -0.985384 0.347561 1 0 18.0552
0.040763 24.002121 7.344865 0.121793 -0.008122 -0.992522 0.336785 1 0 17.0601
0.043606 23.039410 7.351320 0.121835 -0.007900 -0.992519 0.365214 1 0 16.1668
0.048459 21.395596 7.366030 0.121960 -0.007050 -0.992510 0.335862 1 0 14.6498
0.050585 20.675564 7.368800 0.121994 -0.006841 -0.992507 0.383986 1 0 14.0011
0.052501 20.026455 7.376062 0.073327 -0.004292 -0.997299 0.366166 1 0 13.4120
0.054279 19.424145 7.380254 0.073364 -0.004007 -0.997297 0.350788 1 0 12.8729
0.055948 18.859068 7.379332 0.073378 -0.003870 -0.997297 0.369226 1 0 12.3805
0.057464 18.345411 7.383887 0.073384 -0.003738 -0.997297 0.372305 1 0 11.9293
0.058903 17.857952 7.382515 0.073399 -0.003606 -0.997296 0.380226 1 0 11.5145
0.060214 17.414223 7.387963 0.073413 -0.003476 -0.997296 0.411605 1 0 11.1323
0.061470 16.988703 7.386727 0.073426 -0.003350 -0.997295 0.379342 1 0 10.7791
0.062635 16.594141 7.388735 0.073431 -0.003348 -0.997295 0.371590 1 0 10.4520
0.063738 16.220568 7.389168 0.073435 -0.003227 -0.997295 0.410251 1 0 10.1484
0.064771 15.870447 7.391397 0.073447 -0.003106 -0.997294 0.406618 1 0 9.8662
0.065763 15.534587 7.390017 0.073447 -0.003106 -0.997294 0.431753 1 0 9.6032
0.066681 15.223578 7.394695 0.024501 -0.001209 -0.999699 0.419646 1 0 9.3574
0.067578 14.919765 7.392449 0.024505 -0.001151 -0.999699 0.417574 1 0 9.1273
0.068419 14.635056 7.394239 0.024505 -0.001151 -0.999699 0.426565 1 0 8.9120
0.069227 14.361216 7.394078 0.024508 -0.001095 -0.999699 0.440598 1 0 8.7104
0.070003 14.098550 7.393077 0.024508 -0.001095 -0.999699 0.428608 1 0 8.5213
0.070732 13.851689 7.396830 0.024512 -0.001041 -0.999699 0.419840 1 0 8.3439
0.071450 13.608400 7.393954 0.024512 -0.001041 -0.999699 0.431456 1 0 8.1772
0.072126 13.379309 7.396184 0.024514 -0.000989 -0.999699 0.429223 1 0 8.0204
0.072786 13.155790 7.395105 0.024514 -0.000989 -0.999699 0.436496 1 0 7.8730
0.073419 12.941289 7.395200 0.024515 -0.000939 -0.999699 0.430760 1 0 7.7342
0.074026 12.735880 7.397472 0.024516 -0.000939 -0.999699 0.438309 1 0 7.6034
0.074628 12.531966 7.392986 0.024516 -0.000939 -0.999699 0.439598 1 0 7.4803
0.075195 12.339947 7.395712 0.024517 -0.000891 -0.999699 0.461204 1 0 7.3642
0.075753 12.150759 7.394363 0.024517 -0.000891 -0.999699 0.463581 1 0 7.2548
0.076292 11.968353 7.394894 0.024519 -0.000844 -0.999699 0.468308 1 0 7.1517
0.076812 11.792240 7.397407 0.024519 -0.000844 -0.999699 0.462505 1 0 7.0546
0.077325 11.618488 7.396332 0.024521 -0.000843 -0.999699 0.504146 1 0 6.9630
0.077820 11.450851 7.398149 0.024522 -0.000799 -0.999699 0.456657 1 0 6.8768
0.078307 11.285922 7.397702 0.024522 -0.000799 -0.999699 0.484749 1 0 6.7956
0.078785 11.123784 7.395332 0.024525 -0.000798 -0.999699 0.437341 1 0 6.7193
0.079242 10.969058 7.400495 0.024526 -0.000755 -0.999699 0.472500 1 0 6.6475
0.079702 10.813454 7.397490 0.024526 -0.000755 -0.999699 0.467835 1 0 6.5801
0.080150 10.661714 7.395988 0.024526 -0.000755 -0.999699 0.481517 1 0 6.5168
0.080585 10.514144 7.397498 0.024524 -0.000756 -0.999699 0.494089 1 0 6.4576
0.081016 10.368102 7.396481 0.024525 -0.000713 -0.999699 0.487072 1 0 6.4022
0.082103 10.000227 6.798715 0.000000 0.000000 -1.000000 0.911583 7 0 5.7108
0.081854 10.084422 7.397800 0.024527 -0.000712 -0.999699 0.491943 1 0 6.3024
0.082265 9.945191 7.396852 0.024528 -0.000671 -0.999699 0.465264 1 0 6.2578
0.082670 9.808081 7.396483 0.024528 -0.000671 -0.999699 0.506633 1 0 6.2164
0.083066 9.673800 7.399891 0.024528 -0.000671 -0.999699 0.487669 1 0 6.1783
0.083461 9.539989 7.399576 0.024528 -0.000671 -0.999699 0.511591 1 0 6.1434
0.083852 9.407715 7.399559 0.024529 -0.000632 -0.999699 0.477117 1 0 6.1115
0.084238 9.277086 7.401072 0.024529 -0.000632 -0.999699 0.506758 1 0 6.0826
0.084621 9.147131 7.400316 0.024529 -0.000632 -0.999699 0.504374 1 0 6.0566
0.085002 9.018008 7.398096 0.024531 -0.000631 -0.999699 0.494251 1 0 6.0334
0.085380 8.890228 7.397984 0.024532 -0.000591 -0.999699 0.504333 1 0 6.0131
0.036650 10.141155 -0.051783 -0.024402 -0.999702 0.000000 0.385666 3 0 2.6252
0.036609 10.142877 0.013226 -0.024402 -0.999702 0.000000 0.402166 3 0 2.5878
0.036617 10.142539 0.077825 -0.024402 -0.999702 0.000000 0.388523 3 0 2.5526
0.035047 10.208220 0.100393 0.000000 0.000000 1.000000 0.351957 3 0 2.5988
0.032513 10.314242 0.101623 0.000000 0.000000 1.000000 0.366847 3 0 2.6917
0.008223 11.330505 -0.397486 0.007001 -0.000188 0.999976 0.409279 1 0 3.8221
0.021130 10.790510 -0.022283 -0.025949 -0.999663 0.000000 0.415623 3 0 3.1669
0.021112 10.791248 0.051485 -0.025949 -0.999663 0.000000 0.402172 3 0 3.1330
0.019843 10.844341 0.098884 0.000000 0.000000 1.000000 0.313656 3 0 3.1567
0.016063 11.002514 0.100315 0.000000 0.000000 1.000000 0.341476 3 0 3.3031
0.005513 11.443926 -0.011976 -0.027497 -0.999622 0.000000 0.400318 3 0 3.7506
0.005585 11.440885 0.073866 -0.027497 -0.999622 0.000000 0.407243 3 0 3.7183
0.001934 11.593664 0.099569 0.000000 0.000000 1.000000 0.313009 3 0 3.8483
-0.010018 12.093708 0.008898 -0.029044 -0.999578 0.000000 0.433551 3 0 4.3506
-0.010407 12.110008 0.099447 0.000000 0.000000 1.000000 0.279018 3 0 4.3351
-0.025623 12.746621 -0.000266 -0.030590 -0.999532 0.000000 0.424891 3 0 4.9721
-0.026337 12.776493 0.099537 0.000000 0.000000 1.000000 0.303850 3 0 4.9728
-0.041097 13.394032 0.046289 -0.032137 -0.999483 0.000000 0.412350 3 0 5.5866
-0.056723 14.047833 0.010715 -0.033684 -0.999433 0.000000 0.395858 3 0 6.2272
-0.061652 14.254057 0.099555 0.000000 0.000000 1.000000 0.304735 3 0 6.4072
-0.087792 15.347748 0.023641 -0.036777 -0.999323 0.000000 0.403417 3 0 7.4987
-0.103394 16.000523 0.070170 -0.038325 -0.999265 0.000000 0.423441 3 0 8.1314
-0.134580 17.305321 0.044983 -0.041417 -0.999142 0.000000 0.419055 3 0 9.4228
-0.165777 18.610584 0.074401 -0.044509 -0.999009 0.000000 0.392917 3 0 10.7106
-0.193208 19.758303 0.175328 0.998922 -0.046412 0.000000 0.490626 2 0 11.8365
-0.290625 23.834152 0.067533 -0.056874 -0.998381 0.000000 0.370947 3 0 15.9060
-0.545149 34.483315 -0.306101 0.095105 -0.007773 0.995437 0.244581 1 0 26.5590
-0.724357 41.981274 -0.089917 0.000000 0.000000 1.000000 0.250240 6 0 34.0366
