# x y z nx ny nz intensity label station_id range_m
2.446826 8.039146 -0.255851 -0.105178 0.000000 0.994453 0.419425 1 0 2.9789
2.476429 8.039563 -0.200631 -1.000000 0.000000 0.000000 0.553844 6 0 2.9691
2.476159 8.039559 -0.126608 -1.000000 0.000000 0.000000 0.521652 6 0 2.9286
2.531576 8.040334 -0.088548 0.000000 0.000000 1.000000 0.475443 6 0 2.9596
2.657498 8.042096 -0.090196 0.000000 0.000000 1.000000 0.478548 6 0 3.0655
2.791130 8.043967 -0.090865 0.000000 0.000000 1.000000 0.436409 6 0 3.1806
3.100546 8.048299 -0.178675 -0.127977 0.000000 0.991777 0.422636 1 0 3.4966
3.235261 8.050185 -0.164250 -0.127977 0.000000 0.991777 0.414576 1 0 3.6046
2.825405 8.044447 0.114067 -1.000000 0.000000 0.000000 0.423851 4 0 3.1187
2.823559 8.044421 0.186514 -1.000000 0.000000 0.000000 0.456897 4 0 3.0887
2.825668 8.044451 0.255854 -1.000000 0.000000 0.000000 0.468784 4 0 3.0606
2.823932 8.044428 0.325597 0.000000 0.000000 1.000000 0.344102 4 0 3.0347
3.006547 8.046985 0.324810 0.000000 0.000000 1.000000 0.342198 4 0 3.2031
3.205946 8.049776 0.325715 0.000000 0.000000 1.000000 0.343894 4 0 3.3929
3.437383 8.053017 0.324366 0.000000 0.000000 1.000000 0.350229 4 0 3.6083
3.695974 8.056636 0.324363 0.000000 0.000000 1.000000 0.350045 4 0 3.8547
3.990044 8.060753 0.325085 0.000000 0.000000 1.000000 0.347067 4 0 4.1391
4.400547 8.066500 0.307715 -1.000000 0.000000 0.000000 0.489966 1 0 4.5390
4.399760 8.066488 0.405633 -1.000000 0.000000 0.000000 0.493084 1 0 4.5154
4.400974 8.066505 0.502112 -1.000000 0.000000 0.000000 0.459420 1 0 4.4939
4.400261 8.066496 0.598147 -1.000000 0.000000 0.000000 0.455779 1 0 4.4746
4.400298 8.066496 0.693244 -1.000000 0.000000 0.000000 0.484031 1 0 4.4575
4.400533 8.066500 0.787627 -1.000000 0.000000 0.000000 0.494179 1 0 4.4424
4.399034 8.066479 0.881648 -1.000000 0.000000 0.000000 0.482818 1 0 4.4293
4.398198 8.066467 0.975025 -1.000000 0.000000 0.000000 0.482331 1 0 4.4183
4.398699 8.066474 1.067826 -1.000000 0.000000 0.000000 0.491682 1 0 4.4092
4.399586 8.066486 1.160283 -1.000000 0.000000 0.000000 0.507276 1 0 4.4021
4.397813 8.066462 1.252640 -1.000000 0.000000 0.000000 0.498171 1 0 4.3970
4.400771 8.066503 1.344633 -1.000000 0.000000 0.000000 0.479359 1 0 4.3937
4.398717 8.066474 1.436672 -1.000000 0.000000 0.000000 0.493714 1 0 4.3925
4.400076 8.066493 1.528672 -1.000000 0.000000 0.000000 0.490971 1 0 4.3931
4.402336 8.066525 1.620830 -1.000000 0.000000 0.000000 0.493165 1 0 4.3957
4.403533 8.066542 1.713168 -1.000000 0.000000 0.000000 0.494025 1 0 4.4002
4.397340 8.066455 1.805192 -1.000000 0.000000 0.000000 0.474751 1 0 4.4066
4.398618 8.066473 1.898026 -1.000000 0.000000 0.000000 0.512233 1 0 4.4150
4.400010 8.066492 1.991324 -1.000000 0.000000 0.000000 0.527356 1 0 4.4254
4.399129 8.066480 2.084833 -1.000000 0.000000 0.000000 0.476498 1 0 4.4378
4.400948 8.066505 2.179319 -1.000000 0.000000 0.000000 0.509472 1 0 4.4522
4.399845 8.066490 2.273992 -1.000000 0.000000 0.000000 0.506095 1 0 4.4687
3.910684 8.059643 2.267393 -0.608761 0.000000 -0.793353 0.514892 6 0 3.9898
3.869100 8.059060 2.343493 -0.991445 0.000000 -0.130526 0.605940 6 0 3.9638
4.400143 8.066494 2.563492 -1.000000 0.000000 0.000000 0.482174 1 0 4.5309
4.397345 8.066455 2.661145 -1.000000 0.000000 0.000000 0.492780 1 0 4.5560
4.402304 8.066525 2.762127 -1.000000 0.000000 0.000000 0.485419 1 0 4.5835
4.402190 8.066523 2.862958 -1.000000 0.000000 0.000000 0.494806 1 0 4.6133
4.401202 8.066509 2.964849 -1.000000 0.000000 0.000000 0.509659 1 0 4.6455
4.051746 8.061617 2.939955 0.000000 0.000000 -1.000000 0.458916 5 0 4.3093
3.910318 8.059636 2.981452 -1.000000 0.000000 0.000000 0.590142 5 0 4.1914
3.909244 8.059621 3.076090 -1.000000 0.000000 0.000000 0.578315 5 0 4.2270
4.383964 8.066268 3.382219 -0.997290 -0.000000 -0.073565 0.466506 1 0 4.7815
4.371418 8.066092 3.486895 -0.992479 -0.000000 -0.122413 0.515958 1 0 4.8155
4.359540 8.065926 3.593433 -0.992479 -0.000000 -0.122413 0.480181 1 0 4.8495
4.344731 8.065719 3.700168 -0.985278 -0.000000 -0.170962 0.479032 1 0 4.8833
4.328081 8.065485 3.807616 -0.985278 -0.000000 -0.170962 0.474468 1 0 4.9170
4.303628 8.065143 3.912370 -0.975701 -0.000001 -0.219105 0.484475 1 0 4.9504
4.280951 8.064825 4.019699 -0.975701 -0.000001 -0.219105 0.513850 1 0 4.9837
4.254223 8.064451 4.126252 -0.963775 -0.000001 -0.266717 0.461495 1 0 5.0166
3.852995 8.058836 3.987556 -0.453991 0.000000 -0.891007 0.516414 6 0 4.6088
3.832205 8.058543 4.090401 -0.891007 -0.000000 0.453991 0.459124 6 0 4.6441
4.156135 8.063078 4.444023 -0.949526 -0.000001 -0.313688 0.479278 1 0 5.1142
4.117783 8.062541 4.549247 -0.932991 -0.000002 -0.359901 0.472768 1 0 5.1457
4.076142 8.061958 4.653626 -0.932991 -0.000002 -0.359901 0.474151 1 0 5.1778
4.033408 8.061359 4.758832 -0.914206 -0.000003 -0.405250 0.470944 1 0 5.2083
3.986259 8.060699 4.862115 -0.914206 -0.000003 -0.405250 0.487112 1 0 5.2399
3.936047 8.059997 4.964423 -0.893220 -0.000004 -0.449620 0.480218 1 0 5.2693
3.883988 8.059267 5.066772 -0.893220 -0.000004 -0.449620 0.475024 1 0 5.3004
3.826563 8.058463 5.165755 -0.870081 -0.000005 -0.492909 0.482419 1 0 5.3287
3.769656 8.057667 5.266923 -0.844845 -0.000006 -0.535010 0.503027 1 0 5.3589
3.707766 8.056801 5.364777 -0.844846 -0.000006 -0.535009 0.517381 1 0 5.3863
3.646406 8.055942 5.464996 -0.817575 -0.000007 -0.575823 0.496663 1 0 5.4151
3.577632 8.054977 5.558795 -0.817576 -0.000008 -0.575821 0.480116 1 0 5.4418
3.509576 8.054026 5.655135 -0.788336 -0.000009 -0.615245 0.477482 1 0 5.4691
3.436181 8.052998 5.746830 -0.788336 -0.000009 -0.615245 0.474078 1 0 5.4953
3.360119 8.051932 5.836819 -0.757197 -0.000011 -0.653186 0.470834 1 0 5.5210
3.282970 8.050853 5.927117 -0.757197 -0.000011 -0.653186 0.494546 1 0 5.5465
3.203014 8.049733 6.015400 -0.724234 -0.000012 -0.689554 0.511879 1 0 5.5705
3.120371 8.048576 6.101661 -0.724234 -0.000012 -0.689554 0.478433 1 0 5.5954
3.034374 8.047373 6.184674 -0.689526 -0.000015 -0.724261 0.465261 1 0 5.6175
2.945238 8.046124 6.264440 -0.653155 -0.000015 -0.757224 0.496883 1 0 5.6412
