# x y z nx ny nz intensity label station_id range_m
2.433329 7.950015 -0.258115 -0.105178 0.000000 0.994453 0.441741 1 0 2.9833
2.474438 7.949275 -0.210456 -1.000000 0.000000 0.000000 0.541900 6 0 2.9909
2.476517 7.949237 -0.137451 -1.000000 0.000000 0.000000 0.544996 6 0 2.9502
2.517475 7.948501 -0.090027 0.000000 0.000000 1.000000 0.474185 6 0 2.9616
2.638002 7.946330 -0.088423 0.000000 0.000000 1.000000 0.464530 6 0 3.0675
2.774418 7.943875 -0.090678 0.000000 0.000000 1.000000 0.474127 6 0 3.1827
3.089644 7.938200 -0.181522 -0.127977 0.000000 0.991777 0.427011 1 0 3.5024
3.219565 7.935862 -0.164508 -0.127977 0.000000 0.991777 0.421527 1 0 3.6106
2.826949 7.942927 0.105699 -1.000000 0.000000 0.000000 0.462700 4 0 3.1389
2.825603 7.942952 0.178423 -1.000000 0.000000 0.000000 0.470363 4 0 3.1086
2.823598 7.942988 0.250014 -1.000000 0.000000 0.000000 0.474671 4 0 3.0803
2.821962 7.943017 0.320112 -1.000000 0.000000 0.000000 0.460931 4 0 3.0539
2.991627 7.939963 0.324579 0.000000 0.000000 1.000000 0.346527 4 0 3.2060
3.191002 7.936377 0.325566 0.000000 0.000000 1.000000 0.334009 4 0 3.3959
3.423449 7.932190 0.323956 0.000000 0.000000 1.000000 0.351780 4 0 3.6115
3.676729 7.927633 0.325671 0.000000 0.000000 1.000000 0.333569 4 0 3.8581
3.979950 7.922171 0.323775 0.000000 0.000000 1.000000 0.365092 4 0 4.1428
4.403996 7.914539 0.303054 -1.000000 0.000000 0.000000 0.495411 1 0 4.5579
4.399684 7.914617 0.402295 -1.000000 0.000000 0.000000 0.512821 1 0 4.5342
4.402018 7.914575 0.498933 -1.000000 0.000000 0.000000 0.473362 1 0 4.5126
4.398504 7.914638 0.595935 -1.000000 0.000000 0.000000 0.473549 1 0 4.4933
4.398158 7.914645 0.691456 -1.000000 0.000000 0.000000 0.493397 1 0 4.4760
4.402109 7.914573 0.785623 -1.000000 0.000000 0.000000 0.478401 1 0 4.4609
4.402515 7.914566 0.879821 -1.000000 0.000000 0.000000 0.489982 1 0 4.4478
4.400431 7.914604 0.973796 -1.000000 0.000000 0.000000 0.501269 1 0 4.4367
4.403026 7.914557 1.066848 -1.000000 0.000000 0.000000 0.498553 1 0 4.4276
4.399434 7.914621 1.160078 -1.000000 0.000000 0.000000 0.502456 1 0 4.4204
4.400484 7.914603 1.252689 -1.000000 0.000000 0.000000 0.512948 1 0 4.4153
4.402347 7.914569 1.437595 -1.000000 0.000000 0.000000 0.474894 1 0 4.4107
4.399089 7.914628 1.529973 -1.000000 0.000000 0.000000 0.504309 1 0 4.4114
4.399365 7.914623 1.622418 -1.000000 0.000000 0.000000 0.492476 1 0 4.4140
4.402238 7.914571 1.715178 -1.000000 0.000000 0.000000 0.493986 1 0 4.4185
4.399076 7.914628 1.807803 -1.000000 0.000000 0.000000 0.474124 1 0 4.4250
