# x y z nx ny nz intensity label station_id range_m
2.456323 8.045783 -0.257948 -0.105178 0.000000 0.994453 0.414506 1 0 2.9813
2.474200 8.046179 -0.194698 -1.000000 0.000000 0.000000 0.531632 6 0 2.9647
2.474085 8.046176 -0.120950 -1.000000 0.000000 0.000000 0.560917 6 0 2.9243
2.543373 8.047701 -0.091531 0.000000 0.000000 1.000000 0.470682 6 0 2.9635
2.665832 8.050393 -0.090941 0.000000 0.000000 1.000000 0.468886 6 0 3.0695
2.796459 8.053269 -0.089824 0.000000 0.000000 1.000000 0.440292 6 0 3.1848
3.106464 8.060090 -0.177921 -0.127977 0.000000 0.991777 0.404679 1 0 3.4993
3.239090 8.063008 -0.162398 -0.127977 0.000000 0.991777 0.413415 1 0 3.6074
2.826173 8.053924 0.117409 -1.000000 0.000000 0.000000 0.437769 4 0 3.1148
2.823317 8.053861 0.190238 -1.000000 0.000000 0.000000 0.466455 4 0 3.0848
2.826566 8.053932 0.258998 -1.000000 0.000000 0.000000 0.470715 4 0 3.0567
2.832617 8.054066 0.325560 0.000000 0.000000 1.000000 0.367674 4 0 3.0401
3.012861 8.058029 0.325777 0.000000 0.000000 1.000000 0.343390 4 0 3.2088
3.216712 8.062516 0.325170 0.000000 0.000000 1.000000 0.337444 4 0 3.3990
3.445288 8.067545 0.324919 0.000000 0.000000 1.000000 0.352518 4 0 3.6147
3.700228 8.073153 0.326123 0.000000 0.000000 1.000000 0.350210 4 0 3.8615
3.999811 8.079746 0.325290 0.000000 0.000000 1.000000 0.354236 4 0 4.1465
4.403172 8.088621 0.309909 -1.000000 0.000000 0.000000 0.479569 1 0 4.5355
4.399611 8.088543 0.408471 -1.000000 0.000000 0.000000 0.483874 1 0 4.5119
4.395310 8.088449 0.506065 -1.000000 0.000000 0.000000 0.463212 1 0 4.4905
4.401762 8.088591 0.600510 -1.000000 0.000000 0.000000 0.475829 1 0 4.4712
4.398856 8.088527 0.696075 -1.000000 0.000000 0.000000 0.517336 1 0 4.4541
4.396896 8.088483 0.790686 -1.000000 0.000000 0.000000 0.508043 1 0 4.4390
4.398942 8.088529 0.884098 -1.000000 0.000000 0.000000 0.488932 1 0 4.4259
4.399000 8.088530 0.977304 -1.000000 0.000000 0.000000 0.498974 1 0 4.4149
4.401737 8.088590 1.069855 -1.000000 0.000000 0.000000 0.509592 1 0 4.4058
4.401290 8.088580 1.162393 -1.000000 0.000000 0.000000 0.483112 1 0 4.3987
4.400334 8.088559 1.254679 -1.000000 0.000000 0.000000 0.471557 1 0 4.3936
4.399289 8.088536 1.346751 -1.000000 0.000000 0.000000 0.491397 1 0 4.3904
4.401736 8.088590 1.438673 -1.000000 0.000000 0.000000 0.522653 1 0 4.3891
4.399286 8.088536 1.530599 -1.000000 0.000000 0.000000 0.487343 1 0 4.3897
4.400661 8.088566 1.622636 -1.000000 0.000000 0.000000 0.502104 1 0 4.3923
4.399446 8.088539 1.714725 -1.000000 0.000000 0.000000 0.503495 1 0 4.3968
4.399340 8.088537 1.807082 -1.000000 0.000000 0.000000 0.496136 1 0 4.4032
4.404121 8.088642 1.900243 -1.000000 0.000000 0.000000 0.490884 1 0 4.4116
4.399786 8.088547 1.992883 -1.000000 0.000000 0.000000 0.509752 1 0 4.4220
4.398776 8.088525 2.086297 -1.000000 0.000000 0.000000 0.498148 1 0 4.4344
4.398231 8.088512 2.180311 -1.000000 0.000000 0.000000 0.489746 1 0 4.4488
4.399518 8.088541 2.275300 -1.000000 0.000000 0.000000 0.493594 1 0 4.4653
3.912822 8.077834 2.269121 -0.608761 0.000000 -0.793353 0.516720 6 0 3.9850
3.870026 8.076889 2.344911 -0.991445 0.000000 -0.130526 0.566032 6 0 3.9601
4.398082 8.088510 2.564118 -1.000000 0.000000 0.000000 0.488040 1 0 4.5274
4.399882 8.088549 2.662917 -1.000000 0.000000 0.000000 0.465562 1 0 4.5525
4.398262 8.088513 2.761918 -1.000000 0.000000 0.000000 0.504651 1 0 4.5799
4.402859 8.088614 2.864092 -1.000000 0.000000 0.000000 0.482649 1 0 4.6097
4.399157 8.088533 2.964985 -1.000000 0.000000 0.000000 0.469884 1 0 4.6420
4.048744 8.080824 2.939592 0.000000 0.000000 -1.000000 0.465747 5 0 4.3035
3.909127 8.077751 2.981637 -1.000000 0.000000 0.000000 0.620975 5 0 4.1877
3.910324 8.077777 3.077108 -1.000000 0.000000 0.000000 0.567290 5 0 4.2232
4.383456 8.088187 3.382509 -0.997290 -0.000000 -0.073566 0.506165 1 0 4.7778
4.370599 8.087905 3.486940 -0.992479 -0.000000 -0.122414 0.493417 1 0 4.8118
4.357672 8.087621 3.592853 -0.992479 -0.000000 -0.122414 0.483034 1 0 4.8457
4.341689 8.087268 3.698841 -0.985277 -0.000001 -0.170964 0.492712 1 0 4.8795
4.326997 8.086946 3.807182 -0.985277 -0.000001 -0.170964 0.486507 1 0 4.9131
4.300328 8.086358 3.910543 -0.975700 -0.000001 -0.219109 0.487075 1 0 4.9465
4.282222 8.085960 4.020430 -0.975700 -0.000001 -0.219109 0.477674 1 0 4.9797
4.254611 8.085353 4.126361 -0.963774 -0.000002 -0.266722 0.503313 1 0 5.0126
3.856786 8.076600 3.989783 -0.453991 0.000000 -0.891007 0.536806 6 0 4.6050
3.829165 8.075993 4.087923 -0.891007 -0.000000 0.453991 0.468214 6 0 4.6395
4.153940 8.083138 4.441985 -0.949524 -0.000003 -0.313694 0.487786 1 0 5.1102
4.116275 8.082309 4.547542 -0.932988 -0.000005 -0.359908 0.472859 1 0 5.1417
4.078551 8.081478 4.654835 -0.932988 -0.000005 -0.359908 0.460388 1 0 5.1737
4.030019 8.080411 4.755236 -0.914201 -0.000006 -0.405260 0.484163 1 0 5.2042
3.986959 8.079463 4.861776 -0.914201 -0.000006 -0.405260 0.469402 1 0 5.2357
3.935395 8.078329 4.962769 -0.893214 -0.000009 -0.449631 0.494771 1 0 5.2652
3.884923 8.077218 5.066433 -0.893214 -0.000009 -0.449631 0.486514 1 0 5.2963
3.829302 8.075994 5.167062 -0.870074 -0.000011 -0.492921 0.481773 1 0 5.3246
3.770706 8.074705 5.266480 -0.844836 -0.000012 -0.535025 0.493725 1 0 5.3548
3.708504 8.073337 5.363889 -0.844838 -0.000013 -0.535022 0.504458 1 0 5.3821
3.646836 8.071980 5.463636 -0.817564 -0.000014 -0.575838 0.493551 1 0 5.4109
3.578113 8.070468 5.557337 -0.817567 -0.000016 -0.575834 0.490784 1 0 5.4377
3.509132 8.068950 5.652405 -0.788325 -0.000020 -0.615259 0.490528 1 0 5.4650
3.436104 8.067343 5.744339 -0.788325 -0.000020 -0.615259 0.479069 1 0 5.4911
3.361407 8.065699 5.835903 -0.757184 -0.000023 -0.653201 0.507632 1 0 5.5169
3.284681 8.064011 5.926634 -0.757184 -0.000023 -0.653201 0.496880 1 0 5.5424
3.205207 8.062262 6.015475 -0.724219 -0.000026 -0.689570 0.508045 1 0 5.5664
3.120961 8.060408 6.099235 -0.724219 -0.000026 -0.689570 0.495308 1 0 5.5913
3.034969 8.058517 6.182029 -0.689511 -0.000030 -0.724275 0.503550 1 0 5.6135
2.949086 8.056626 6.266884 -0.653136 -0.000032 -0.757240 0.482055 1 0 5.6372
2.857199 8.054605 6.343725 -0.653140 -0.000034 -0.757237 0.511692 1 0 5.6580
2.764725 8.052570 6.421249 -0.615198 -0.000038 -0.788373 0.478730 1 0 5.6798
2.668643 8.050456 6.493991 -0.615198 -0.000038 -0.788373 0.468079 1 0 5.6999
