# x y z nx ny nz intensity label station_id range_m
0.167202 11.339855 -0.401080 -0.007001 0.000188 0.999976 0.401137 1 0 3.8137
1.538076 58.520611 6.582494 0.567753 -0.078823 -0.819416 0.138479 1 0 50.7943
1.367795 52.660110 6.934441 0.443147 -0.055882 -0.894705 0.158886 1 0 45.0096
1.215585 47.421574 7.131610 0.309389 -0.035448 -0.950275 0.198380 1 0 39.8402
1.086207 42.968822 7.239893 0.263548 -0.027774 -0.964246 0.220189 1 0 35.4571
0.978909 39.276005 7.303936 0.169234 -0.016840 -0.985432 0.253963 1 0 31.8209
0.888998 36.181587 7.338166 0.169522 -0.015621 -0.985403 0.277813 1 0 28.7972
0.813582 33.586010 7.357650 0.121555 -0.010654 -0.992527 0.261126 1 0 26.2709
0.750456 31.413439 7.375092 0.073129 -0.006200 -0.997303 0.289378 1 0 24.1497
0.695725 29.529795 7.380796 0.073187 -0.005856 -0.997301 0.295025 1 0 22.3359
0.648803 27.914875 7.387306 0.073247 -0.005399 -0.997299 0.297884 1 0 20.7817
0.571696 25.261122 7.393739 0.024446 -0.001891 -0.999699 0.316031 1 0 18.2565
0.539568 24.155420 7.394210 0.024457 -0.001784 -0.999699 0.326573 1 0 17.2169
0.511046 23.173767 7.396620 0.024469 -0.001680 -0.999699 0.348888 1 0 16.2958
0.485331 22.288754 7.397832 0.024474 -0.001580 -0.999699 0.340901 1 0 15.4745
0.461891 21.482035 7.396194 0.024484 -0.001484 -0.999699 0.332530 1 0 14.7380
0.440695 20.752546 7.396426 0.024487 -0.001437 -0.999699 0.367964 1 0 14.0742
0.421264 20.083786 7.395682 0.024492 -0.001391 -0.999699 0.365494 1 0 13.4731
0.403616 19.476406 7.398431 0.024499 -0.001302 -0.999699 0.358310 1 0 12.9267
0.387162 18.910105 7.397913 0.024501 -0.001259 -0.999699 0.372675 1 0 12.4280
0.372054 18.390146 7.399925 0.024503 -0.001217 -0.999699 0.402922 1 0 11.9714
0.357914 17.903517 7.399961 0.024507 -0.001175 -0.999699 0.393842 1 0 11.5520
0.344620 17.445978 7.397672 0.024509 -0.001134 -0.999699 0.368764 1 0 11.1657
