# x y z nx ny nz intensity label station_id range_m
0.189849 11.333103 -0.399328 -0.007001 0.000188 0.999976 0.396489 1 0 3.8216
1.989157 59.878323 6.726866 0.523263 -0.073506 -0.848995 0.155083 1 0 52.1906
1.748455 53.384182 7.030077 0.350066 -0.044275 -0.935678 0.172826 1 0 45.7608
1.539964 47.759117 7.187218 0.259499 -0.030868 -0.965250 0.197823 1 0 40.2025
1.368259 43.126518 7.273193 0.166777 -0.019521 -0.985801 0.196083 1 0 35.6343
1.227061 39.317028 7.319025 0.119916 -0.013879 -0.992687 0.225921 1 0 31.8982
1.111256 36.192612 7.348103 0.120343 -0.012973 -0.992648 0.269338 1 0 28.8323
1.014608 33.585041 7.365281 0.072517 -0.008156 -0.997334 0.269505 1 0 26.2820
0.933188 31.388340 7.376817 0.072713 -0.007408 -0.997325 0.276150 1 0 24.1468
0.863381 29.504953 7.382253 0.024227 -0.003483 -0.999700 0.319490 1 0 22.3296
0.803292 27.883747 7.386551 0.024285 -0.003071 -0.999700 0.283369 1 0 20.7694
0.704911 25.229439 7.391813 0.024357 -0.002573 -0.999700 0.323343 1 0 18.2411
0.663909 24.123220 7.391580 0.024380 -0.002387 -0.999700 0.310327 1 0 17.2038
0.627708 23.146500 7.395392 0.024403 -0.002209 -0.999700 0.353125 1 0 16.2844
0.594811 22.258949 7.395124 -0.024506 0.000554 -0.999700 0.341697 1 0 15.4637
0.565166 21.459122 7.396032 -0.024505 0.000598 -0.999700 0.370479 1 0 14.7268
0.537983 20.725739 7.394120 -0.024508 0.000615 -0.999699 0.343366 1 0 14.0627
0.513377 20.061857 7.395344 -0.024513 0.000629 -0.999699 0.364135 1 0 13.4615
0.490734 19.450951 7.395949 -0.024513 0.000654 -0.999699 0.367652 1 0 12.9150
0.469805 18.886305 7.395915 -0.024516 0.000661 -0.999699 0.394685 1 0 12.4164
0.450525 18.366116 7.397413 -0.024515 0.000668 -0.999699 0.382927 1 0 11.9599
0.432508 17.880033 7.397383 -0.024515 0.000671 -0.999699 0.381486 1 0 11.5407
0.415576 17.423193 7.395141 -0.024517 0.000673 -0.999699 0.415836 1 0 11.1545
0.399906 17.000423 7.395912 -0.024519 0.000673 -0.999699 0.402362 1 0 10.7980
0.385146 16.602205 7.395681 -0.024519 0.000672 -0.999699 0.400640 1 0 10.4680
0.371326 16.229353 7.396814 -0.024523 0.000669 -0.999699 0.394743 1 0 10.1619
0.358184 15.874776 7.395889 -0.024523 0.000665 -0.999699 0.402821 1 0 9.8774
0.345860 15.542279 7.397219 -0.024523 0.000665 -0.999699 0.385722 1 0 9.6125
0.334179 15.227122 7.398674 -0.024523 0.000659 -0.999699 0.416649 1 0 9.3654
0.322876 14.922166 7.395484 -0.024523 0.000651 -0.999699 0.395929 1 0 9.1346
0.312354 14.638288 7.398020 -0.024523 0.000651 -0.999699 0.415959 1 0 8.9188
0.302224 14.364965 7.398374 -0.024525 0.000641 -0.999699 0.414994 1 0 8.7166
0.292454 14.101381 7.396531 -0.024525 0.000641 -0.999699 0.437339 1 0 8.5271
0.283221 13.852267 7.398017 -0.024525 0.000631 -0.999699 0.465224 1 0 8.3492
0.274201 13.608912 7.394989 -0.024525 0.000631 -0.999699 0.451982 1 0 8.1822
0.265769 13.381408 7.398886 -0.024525 0.000617 -0.999699 0.446584 1 0 8.0251
0.257534 13.159237 7.399342 -0.024528 0.000617 -0.999699 0.427930 1 0 7.8773
0.249666 12.946966 7.402167 -0.024528 0.000605 -0.999699 0.447895 1 0 7.7382
0.241852 12.736134 7.397814 -0.024530 0.000604 -0.999699 0.457888 1 0 7.6072
0.234480 12.537240 7.399775 -0.024530 0.000604 -0.999699 0.461715 1 0 7.4838
0.227276 12.342883 7.399475 -0.024528 0.000589 -0.999699 0.465311 1 0 7.3676
0.220275 12.153994 7.398584 -0.024528 0.000589 -0.999699 0.456557 1 0 7.2580
0.213510 11.971476 7.399000 -0.024528 0.000573 -0.999699 0.465300 1 0 7.1547
0.206915 11.793555 7.398736 -0.024531 0.000572 -0.999699 0.464639 1 0 7.0574
0.200439 11.618820 7.395965 -0.024531 0.000572 -0.999699 0.475293 1 0 6.9657
0.194229 11.451276 7.397776 -0.024531 0.000554 -0.999699 0.485695 1 0 6.8793
0.188072 11.285172 7.395036 -0.024531 0.000554 -0.999699 0.456441 1 0 6.7980
0.182203 11.126811 7.399541 -0.024531 0.000554 -0.999699 0.466827 1 0 6.7215
0.176432 10.971102 7.402802 -0.024531 0.000535 -0.999699 0.467719 1 0 6.6496
0.170651 10.815150 7.399025 -0.024531 0.000536 -0.999699 0.484325 1 0 6.5821
0.165062 10.664340 7.399508 -0.024531 0.000536 -0.999699 0.475972 1 0 6.5188
0.159588 10.516663 7.400791 -0.024531 0.000536 -0.999699 0.481308 1 0 6.4595
0.154188 10.370980 7.400687 -0.024532 0.000517 -0.999699 0.479490 1 0 6.4040
0.143622 10.085895 7.398166 -0.024532 0.000517 -0.999699 0.486237 1 0 6.3041
0.138493 9.947525 7.399649 -0.024534 0.000495 -0.999699 0.480691 1 0 6.2593
0.133418 9.810593 7.399843 -0.024534 0.000495 -0.999699 0.499141 1 0 6.2179
0.128416 9.675652 7.400946 -0.024534 0.000495 -0.999699 0.478801 1 0 6.1798
0.123482 9.542536 7.403126 -0.024534 0.000495 -0.999699 0.463662 1 0 6.1448
0.118562 9.409779 7.401128 -0.024535 0.000475 -0.999699 0.495358 1 0 6.1128
0.113705 9.278753 7.400651 -0.024535 0.000475 -0.999699 0.476671 1 0 6.0839
0.108884 9.148667 7.398831 -0.024535 0.000475 -0.999699 0.481024 1 0 6.0578
0.104127 9.020318 7.400521 -0.024535 0.000475 -0.999699 0.476254 1 0 6.0346
