# x y z nx ny nz intensity label damage_type
-1.878761 23.712565 -0.646046 -0.864676 0.048601 -0.499973 0.500000 1 0
3.215984 16.217771 -1.490545 0.781186 -0.030397 -0.623558 0.500000 1 0
1.064699 7.377686 3.377541 0.364387 -0.006417 0.931226 0.500000 1 0
5.187870 43.537455 1.161027 0.987892 -0.103686 0.115410 0.500000 1 0
3.395031 31.091199 -1.695489 0.662161 -0.049417 -0.747731 0.500000 1 0
-0.063990 15.070401 3.219034 -0.138070 0.004953 0.990410 0.500000 1 1
0.040781 13.851794 3.249919 -0.077027 0.002541 0.997026 0.500000 1 1
1.856252 40.933924 3.363706 -0.055760 0.005459 0.998429 0.500000 1 1
1.103195 51.193838 -1.719878 -0.616181 0.075304 -0.783997 0.500000 1 0
3.595193 10.515013 -1.110197 0.872848 -0.022041 -0.487494 0.500000 1 0
6.217199 50.734976 0.188859 0.972660 -0.119260 -0.199274 0.500000 1 0
4.747219 71.909443 2.092545 -0.737547 0.127721 0.663108 0.500000 1 0
-0.756059 35.151120 2.357846 -0.819914 0.068498 0.568375 0.500000 1 1
6.653227 54.479413 1.309189 0.979288 -0.129071 0.155998 0.500000 1 0
7.103249 58.811238 -1.180082 0.817796 -0.116483 -0.563597 0.500000 1 0
-1.856800 29.352672 0.494254 -0.991138 0.068963 -0.113538 0.500000 1 0
-1.157356 11.182734 -1.719462 -0.456700 0.012126 -0.889538 0.500000 1 0
-0.068562 48.997952 0.285622 -0.976823 0.113939 -0.181202 0.500000 1 0
2.583380 7.585421 2.995137 0.756615 -0.013749 0.653716 0.500000 1 0
3.168791 49.540204 3.365230 0.091479 -0.010872 0.995748 0.500000 1 1
6.356981 53.836079 -0.999819 0.836929 -0.108927 -0.536362 0.500000 1 0
-1.519042 31.236934 1.562206 -0.961235 0.071233 0.266368 0.500000 1 1
6.009082 71.611606 3.145251 -0.058836 0.010177 0.998216 0.500000 1 1
3.016864 19.197571 -1.709147 0.712285 -0.032793 -0.701124 0.500000 1 0
4.028972 8.694720 0.827541 0.999781 -0.020898 0.001153 0.500000 1 0
-1.337363 0.084323 -0.246381 -0.781016 0.000156 -0.624511 0.500000 1 0
5.137534 72.272399 -1.687867 -0.398521 0.069426 -0.914528 0.500000 1 0
1.914514 60.903007 -0.245597 -0.909812 0.132533 -0.393291 0.500000 1 0
1.161666 46.894152 2.965408 -0.558428 0.062523 0.827194 0.500000 1 1
-1.965115 9.974968 0.115961 -0.946672 0.022379 -0.321422 0.500000 1 0
4.941286 42.999409 -0.900516 0.840194 -0.087043 -0.535255 0.500000 1 0
7.129431 57.162304 -0.477361 0.917315 -0.127003 -0.377364 0.500000 1 0
-1.210256 6.847487 2.220433 -0.671281 0.010913 0.741122 0.500000 1 0
4.479342 1.001214 0.869116 0.999944 -0.002409 0.010298 0.500000 1 0
3.348221 41.292495 3.070115 0.500342 -0.049587 0.864407 0.500000 1 1
7.175470 59.566224 2.050915 0.911426 -0.131509 0.389882 0.500000 1 1
2.282657 59.666073 -1.487809 -0.639800 0.091388 -0.763088 0.500000 1 0
3.126394 55.064403 3.281289 -0.195538 0.025828 0.980356 0.500000 1 1
5.313496 47.267878 -1.160078 0.793131 -0.090405 -0.602304 0.500000 1 0
10.934292 74.665915 1.183870 0.980094 -0.178895 0.086098 0.500000 1 0
7.515075 62.045984 -1.469561 0.773125 -0.116294 -0.623501 0.500000 1 0
3.631045 26.713166 1.864181 0.934346 -0.059945 0.351288 0.500000 1 1
9.084551 69.864040 2.371822 0.886727 -0.150762 0.437020 0.500000 1 0
3.450636 19.419554 -1.139212 0.835826 -0.038966 -0.547610 0.500000 1 0
-0.746363 40.729313 -0.885835 -0.842215 0.081529 -0.532942 0.500000 1 0
2.130205 37.897317 3.339264 0.162155 -0.014706 0.986656 0.500000 1 1
-1.329836 7.555763 2.105646 -0.736634 0.013210 0.676163 0.500000 1 0
-0.319828 47.024270 0.587510 -0.990632 0.110829 -0.079786 0.500000 1 0
-0.139666 48.469634 0.290232 -0.977346 0.112752 -0.179118 0.500000 1 0
4.211071 42.650918 2.588196 0.750554 -0.076991 0.656309 0.500000 1 1
2.756154 21.500583 2.725007 0.755855 -0.038949 0.653580 0.500000 1 1
3.939066 11.456370 0.004161 0.976978 -0.026901 -0.211640 0.500000 1 0
-1.762428 24.894354 1.618371 -0.951156 0.056142 0.303563 0.500000 1 1
9.432977 68.342504 -0.278738 0.947094 -0.157652 -0.279567 0.500000 1 0
5.316204 64.186791 3.366621 0.145275 -0.022486 0.989136 0.500000 1 1
5.480817 46.610073 1.399535 0.974254 -0.109549 0.197045 0.500000 1 1
0.684100 25.075239 3.360558 -0.025555 0.001528 0.999672 0.500000 1 1
3.786619 32.731804 -1.341677 0.753861 -0.059285 -0.654354 0.500000 1 0
1.603159 37.922884 3.365255 -0.043818 0.003972 0.999032 0.500000 1 1
-0.296924 46.208016 -0.501477 -0.900256 0.098975 -0.423963 0.500000 1 0
3.303627 25.761547 -1.529208 0.728016 -0.045008 -0.684081 0.500000 1 0
-1.295289 8.141611 -1.424165 -0.521542 0.010079 -0.853166 0.500000 1 0
4.321203 2.154695 -0.431741 0.960225 -0.004977 -0.279184 0.500000 1 0
-1.634578 32.141838 -0.281585 -0.930057 0.070900 -0.360510 0.500000 1 0
-1.368274 27.460203 2.141164 -0.862182 0.056188 0.503473 0.500000 1 1
-0.057665 40.141123 2.631320 -0.733566 0.070100 0.675993 0.140000 21 4
0.014349 33.981501 3.027900 -0.522750 0.042296 0.851436 0.500000 1 1
-2.007473 11.208872 0.612189 -0.994904 0.026425 -0.097301 0.500000 1 0
-0.679701 16.117116 2.937540 -0.423118 0.016211 0.905930 0.500000 1 1
-0.766938 31.842894 2.571691 -0.745754 0.056437 0.663827 0.500000 1 1
-0.316217 7.040810 2.997948 -0.169968 0.002847 0.985445 0.500000 1 0
-1.922982 14.062979 -0.594028 -0.835351 0.027843 -0.549012 0.500000 1 0
-1.084958 39.991126 0.711545 -0.994825 0.094480 -0.037378 0.500000 1 0
7.383170 64.419149 2.808245 0.759350 -0.118552 0.639791 0.500000 1 1
6.860408 61.050204 2.695985 0.776650 -0.114767 0.619389 0.300000 20 3
1.483847 17.122465 3.313383 0.413984 -0.016937 0.910127 0.500000 1 1
-1.486058 35.148078 0.021803 -0.961682 0.080195 -0.262178 0.500000 1 0
8.747723 64.927648 0.631749 0.986415 -0.155733 -0.052269 0.500000 1 0
0.599214 23.598641 3.355108 -0.025298 0.001423 0.999679 0.500000 1 1
4.660623 37.938009 -0.259091 0.934242 -0.085336 -0.346282 0.500000 1 0
-1.521163 9.428653 -1.168293 -0.632465 0.014147 -0.774460 0.500000 1 0
-0.062873 0.391841 2.896712 -0.030393 0.000028 0.999538 0.500000 1 0
3.798369 21.519215 -0.339987 0.940027 -0.048603 -0.337618 0.500000 1 0
3.880628 22.968623 -0.059504 0.963530 -0.053184 -0.262260 0.500000 1 0
4.240728 51.417559 3.220951 0.405462 -0.050144 0.912736 0.500000 1 1
4.154730 30.167830 -0.016540 0.961877 -0.069780 -0.264430 0.500000 1 0
0.694786 54.161319 0.683535 -0.990523 0.127945 -0.049948 0.500000 1 0
5.901472 49.159778 1.136551 0.987625 -0.117246 0.104168 0.500000 1 0
1.883875 7.496118 3.278736 0.594629 -0.010661 0.803930 0.500000 1 0
2.314272 25.675908 3.063755 0.561787 -0.034534 0.826561 0.500000 1 1
0.087693 46.486579 2.003822 -0.897238 0.099329 0.430230 0.500000 1 1
4.015430 6.716812 1.290661 0.992974 -0.016033 0.117246 0.500000 1 0
6.906083 58.456507 2.138466 0.895611 -0.126737 0.426402 0.500000 1 1
2.584779 1.330540 3.175275 0.739308 -0.002357 0.673363 0.500000 1 0
3.397807 19.707359 1.992747 0.927770 -0.043888 0.370564 0.500000 1 1
-1.539604 2.441076 -0.091525 -0.860771 0.004985 -0.508969 0.500000 1 0
7.357045 67.567475 3.180360 0.611644 -0.100152 0.784769 0.500000 1 1
8.747321 73.448578 3.182320 0.677798 -0.121053 0.725215 0.500000 1 0
2.969620 35.856246 3.017963 0.544126 -0.046784 0.837698 0.500000 1 1
3.995911 66.640583 2.588600 -0.587756 0.094154 0.803541 0.500000 1 1
-1.906559 12.966061 -0.573429 -0.833007 0.025600 -0.552670 0.500000 1 0
