# x y z nx ny nz intensity label
-1.36702 -11.20088 8.61969 -0.818382 0.000000 0.574674 0.793561 1
-1.37279 -11.19133 8.60227 -0.819354 0.000000 0.573287 0.792706 1
-1.35705 -11.30545 8.64273 -0.817019 0.000000 0.576610 0.794644 1
-1.37774 -11.24490 8.58875 -0.820123 0.000000 0.572187 0.792126 1
-1.36738 -11.28836 8.60969 -0.818847 0.000000 0.574012 0.793103 1
-1.36247 -11.30484 8.61177 -0.818596 0.000000 0.574369 0.793164 1
-1.39351 -11.20108 8.53459 -0.823066 0.000000 0.567946 0.789670 1
-1.36954 -11.30328 8.59859 -0.819418 0.000000 0.573197 0.792599 1
-1.35991 -11.33744 8.61331 -0.818445 0.000000 0.574585 0.793240 1
-1.38248 -11.29408 8.58229 -0.820565 0.000000 0.571554 0.791821 1
-1.36693 -11.33698 8.60318 -0.819127 0.000000 0.573612 0.792767 1
-1.39156 -11.25786 8.54318 -0.822617 0.000000 0.568596 0.790097 1
-1.36164 -11.35607 8.60525 -0.818866 0.000000 0.573985 0.792920 1
-1.34635 -11.42881 8.64710 -0.816478 0.000000 0.577377 0.794812 1
-1.38457 -11.32143 8.57003 -0.821185 0.000000 0.570662 0.791257 1
-1.36793 -11.37089 8.59452 -0.819551 0.000000 0.573006 0.792401 1
-1.34932 -11.44241 8.63779 -0.816996 0.000000 0.576644 0.794339 1
-1.38461 -11.31940 8.54670 -0.822241 0.000000 0.569140 0.790219 1
-1.37031 -11.37661 8.57825 -0.820364 0.000000 0.571842 0.791638 1
-1.34614 -11.48242 8.64335 -0.816641 0.000000 0.577146 0.794629 1
-1.38906 -11.35990 8.55609 -0.821956 0.000000 0.569551 0.790646 1
-1.34677 -11.48703 8.63658 -0.816969 0.000000 0.576682 0.794324 1
-1.36805 -11.42640 8.59168 -0.819684 0.000000 0.572816 0.792309 1
-1.34296 -11.51793 8.64932 -0.816268 0.000000 0.577674 0.794827 1
-1.36252 -11.44526 8.59691 -0.819272 0.000000 0.573405 0.792508 1
-1.39329 -11.22528 8.43268 -0.827659 0.000000 0.561231 0.785061 1
-1.35947 -11.47278 8.60421 -0.818844 0.000000 0.574016 0.792874 1
-1.37956 -11.40419 8.55483 -0.821715 0.000000 0.569899 0.790570 1
-1.34400 -11.52668 8.63389 -0.817003 0.000000 0.576634 0.794156 1
-1.35913 -11.48344 8.60086 -0.818984 0.000000 0.573816 0.792691 1
-1.38272 -11.31858 8.48089 -0.825157 0.000000 0.564904 0.787213 1
-1.33671 -11.55704 8.64357 -0.816328 0.000000 0.577589 0.794614 1
-1.35643 -11.51333 8.61272 -0.818361 0.000000 0.574705 0.793210 1
-1.37404 -11.43426 8.55252 -0.821646 0.000000 0.569998 0.790570 1
-1.39539 -11.24224 8.41464 -0.828537 0.000000 0.559934 0.784176 1
-1.35118 -11.53726 8.61917 -0.817901 0.000000 0.575359 0.793515 1
-1.37438 -11.42947 8.54190 -0.822138 0.000000 0.569289 0.789975 1
-1.38687 -11.30052 8.44613 -0.826856 0.000000 0.562414 0.785641 1
-1.40298 -11.19412 8.36710 -0.830910 0.000000 0.556406 0.782071 1
-1.34529 -11.55380 8.61885 -0.817727 0.000000 0.575606 0.793515 1
-1.36248 -11.51768 8.59418 -0.819394 0.000000 0.573230 0.792370 1
-1.38522 -11.33090 8.45849 -0.826247 0.000000 0.563309 0.786191 1
-1.39581 -11.25383 8.40004 -0.829209 0.000000 0.558939 0.783551 1
-1.33565 -11.59853 8.63884 -0.816509 0.000000 0.577333 0.794491 1
-1.35219 -11.54756 8.60309 -0.818663 0.000000 0.574275 0.792828 1
-1.38319 -11.33967 8.45176 -0.826488 0.000000 0.562955 0.785931 1
-1.39726 -11.25783 8.39340 -0.829552 0.000000 0.558430 0.783230 1
-1.33594 -11.61347 8.64109 -0.816416 0.000000 0.577465 0.794507 1
-1.35473 -11.56506 8.60559 -0.818630 0.000000 0.574321 0.792889 1
-1.38488 -11.34451 8.44678 -0.826765 0.000000 0.562547 0.785611 1
-1.39618 -11.26146 8.38404 -0.829941 0.000000 0.557851 0.782834 1
-1.33949 -11.62233 8.63809 -0.816666 0.000000 0.577110 0.794324 1
-1.35555 -11.57440 8.60197 -0.818821 0.000000 0.574050 0.792737 1
-1.37830 -11.41475 8.48590 -0.824794 0.000000 0.565434 0.787488 1
-1.38914 -11.32377 8.41916 -0.828143 0.000000 0.560517 0.784482 1
-1.40020 -11.23867 8.35847 -0.831215 0.000000 0.555951 0.781643 1
-1.34303 -11.61193 8.61711 -0.817734 0.000000 0.575597 0.793439 1
-1.35967 -11.56162 8.58239 -0.819840 0.000000 0.572593 0.791836 1
-1.38229 -11.39259 8.45743 -0.826204 0.000000 0.563371 0.786221 1
-1.39239 -11.30478 8.39467 -0.829347 0.000000 0.558734 0.783337 1
-1.33379 -11.65189 8.63519 -0.816615 0.000000 0.577182 0.794278 1
-1.35108 -11.60701 8.60457 -0.818560 0.000000 0.574420 0.792813 1
-1.39023 -11.33799 8.40871 -0.828648 0.000000 0.559770 0.783963 1
-1.33151 -11.68582 8.64905 -0.815911 0.000000 0.578177 0.794903 1
-1.35077 -11.61321 8.59733 -0.818879 0.000000 0.573966 0.792538 1
-1.36737 -11.44499 8.47568 -0.824917 0.000000 0.565254 0.786938 1
-1.38322 -11.40361 8.44530 -0.826781 0.000000 0.562524 0.785626 1
-1.39389 -11.31569 8.38354 -0.829894 0.000000 0.557921 0.782727 1
-1.33057 -11.67645 8.63131 -0.816688 0.000000 0.577079 0.794034 1
-1.36239 -11.60138 8.57786 -0.820131 0.000000 0.572176 0.791623 1
-1.32020 -11.67551 8.61873 -0.816928 0.000000 0.576740 0.793500 1
-1.35798 -11.60565 8.56981 -0.820357 0.000000 0.571852 0.791287 1
-1.39177 -11.41153 8.43021 -0.827724 0.000000 0.561135 0.784939 1
-1.33819 -11.64490 8.58625 -0.818982 0.000000 0.573819 0.792035 1
-1.35771 -11.61993 8.56940 -0.820367 0.000000 0.571838 0.791257 1
-1.40177 -11.43217 8.43399 -0.827859 0.000000 0.560936 0.785122 1
-1.32582 -11.72754 8.63424 -0.816402 0.000000 0.577484 0.794232 1
-1.35393 -11.64478 8.57578 -0.819958 0.000000 0.572424 0.791547 1
