# x y z nx ny nz intensity label damage_type
-0.048996 0.000000 1.668958 -0.048855 0.000469 0.998806 0.500000 1 0
-0.048996 0.998694 1.668489 -0.048855 0.000469 0.998806 0.500000 1 0
-0.097939 0.000000 1.666564 -0.048855 0.000469 0.998806 0.500000 1 0
-0.048996 -0.998694 1.669427 -0.048855 0.000469 0.998806 0.500000 1 0
-0.000050 0.000000 1.671352 -0.048855 0.000469 0.998806 0.500000 1 0
-0.048992 1.998751 1.667922 -0.048798 0.000567 0.998809 0.500000 1 0
-0.048992 2.997445 1.667355 -0.048798 0.000567 0.998809 0.500000 1 0
-0.097939 1.998752 1.665530 -0.048798 0.000567 0.998809 0.500000 1 0
-0.048992 1.000058 1.668488 -0.048798 0.000567 0.998809 0.500000 1 0
-0.000050 1.998751 1.670313 -0.048798 0.000567 0.998809 0.500000 1 0
-0.048988 3.997503 1.666680 -0.048729 0.000674 0.998812 0.500000 1 0
-0.048992 4.996196 1.666006 -0.048729 0.000674 0.998812 0.500000 1 0
-0.097935 3.997503 1.664292 -0.048729 0.000674 0.998812 0.500000 1 0
-0.048988 2.998809 1.667354 -0.048729 0.000674 0.998812 0.500000 1 0
-0.000046 3.997503 1.669068 -0.048729 0.000674 0.998812 0.500000 1 0
-0.048988 5.996254 1.665215 -0.048648 0.000790 0.998816 0.500000 1 0
-0.048988 6.994947 1.664425 -0.048648 0.000790 0.998816 0.500000 1 0
-0.097931 5.996254 1.662831 -0.048648 0.000790 0.998816 0.500000 1 0
-0.048988 4.997560 1.666005 -0.048648 0.000790 0.998816 0.500000 1 0
-0.000042 5.996254 1.667599 -0.048648 0.000790 0.998816 0.500000 1 0
-0.048985 7.995005 1.663512 -0.048554 0.000912 0.998820 0.500000 1 0
-0.048985 8.993699 1.662601 -0.048554 0.000912 0.998820 0.500000 1 0
-0.097931 7.995006 1.661133 -0.048554 0.000912 0.998820 0.500000 1 0
-0.048985 6.996312 1.664424 -0.048554 0.000912 0.998820 0.500000 1 0
-0.000042 7.995006 1.665892 -0.048554 0.000912 0.998820 0.500000 1 0
-0.048981 9.993756 1.661565 -0.048446 0.001035 0.998825 0.500000 1 0
-0.048981 10.992450 1.660531 -0.048446 0.001035 0.998825 0.500000 1 0
-0.097927 9.993756 1.659192 -0.048446 0.001035 0.998825 0.500000 1 0
-0.048981 8.995063 1.662600 -0.048446 0.001035 0.998825 0.500000 1 0
-0.000038 9.993756 1.663939 -0.048446 0.001035 0.998825 0.500000 1 0
-0.048981 11.992508 1.659375 -0.048324 0.001155 0.998831 0.500000 1 0
-0.048981 12.991201 1.658221 -0.048324 0.001155 0.998831 0.500000 1 0
-0.097923 11.992508 1.657007 -0.048324 0.001155 0.998831 0.500000 1 0
-0.048981 10.993814 1.660530 -0.048324 0.001155 0.998831 0.500000 1 0
-0.000034 11.992508 1.661743 -0.048324 0.001155 0.998831 0.500000 1 0
-0.048977 13.991260 1.656953 -0.048190 0.001266 0.998837 0.500000 1 0
-0.048977 14.989953 1.655687 -0.048190 0.001266 0.998837 0.500000 1 0
-0.097923 13.991259 1.654592 -0.048190 0.001266 0.998837 0.500000 1 0
-0.048977 12.992565 1.658220 -0.048190 0.001266 0.998837 0.500000 1 0
-0.000031 13.991259 1.659315 -0.048190 0.001266 0.998837 0.500000 1 0
-0.048973 15.990011 1.654322 -0.048044 0.001364 0.998844 0.500000 1 0
-0.048973 16.988705 1.652958 -0.048044 0.001364 0.998844 0.500000 1 0
-0.097919 15.990011 1.651968 -0.048044 0.001364 0.998844 0.500000 1 0
-0.048973 14.991317 1.655685 -0.048044 0.001364 0.998844 0.500000 1 0
